BASKET_ID,words
27972928289,"['EGGS', 'PREMIUM', 'WAFFLES/PANCAKES/FRENCH TOAST', 'CAKES: ANGEL FDS/CKE ROLLS', 'WATERMELON SEEDLESS WHOLE', 'POURABLE SALAD DRESSINGS', 'CARROTS MINI PEELED', 'VARIETY LETTUCE', 'ORGANIC SALAD MIX', 'NUT REFRIG JUICE OVER 50%', 'SHREDDED CHEESE', 'NON-IWS SINGLE CHEESE', 'CANTALOUPE WHOLE', 'CREAM CHEESE', 'ROLLS: SANDWICH', 'PEPPERS JALAPENO', 'TOMATOES HOTHOUSE ON THE VINE', 'WAFFLES/PANCAKES/FRENCH TOAST', 'BANANAS', 'POULTRY']"
28537093384,"['NUT REFRIG JUICE OVER 50%', 'SW GDS: SW ROLLS/DAN', 'WAFFLES/PANCAKES/FRENCH TOAST', 'VEGETARIAN MEATS', 'PRIMAL', 'FROZEN CAKES/ALL TYPES INCLUDI', 'BANANAS', 'POTATOES RUSSET (BULK&BAG)', 'EGGS', 'WAFFLES/PANCAKES/FRENCH TOAST', 'NON-DAIRY CHEESE', 'NON-IWS SINGLE CHEESE', 'VEGETARIAN MEATS', 'CHERRIES RANIER']"
28840665014,"['POULTRY', 'RADISH', 'VEGETARIAN MEATS', 'IWS SINGLE CHEESE', 'TOMATOES VINE RIPE PKG', 'PREMIUM BREAD', 'WAFFLES/PANCAKES/FRENCH TOAST', 'BANANAS', 'YOGURT NOT MULTI-PACKS', 'ONIONS OTHER', 'NON-DAIRY CHEESE', 'VEGETARIAN MEATS']"
29019548295,"['BANANAS', 'ROMA TOMATOES (BULK/PKG)', 'VEGETARIAN MEATS', 'ANGUS', 'APPLES RED DELICIOUS (BULK&BAG', 'EGGS', 'PLUMS']"
29176290340,"['EGGS', 'CREAM CHEESE']"
29244973189,"['CONDENSED SOUP', 'CONDENSED SOUP', 'MUSHROOMS WHITE SLICED PKG', 'GREEN ONIONS', 'FLUID MILK WHITE ONLY', 'CONDENSED SOUP']"
30701095818,"['DAIRY CASE 100% PURE JUICE - O', 'YOGURT NOT MULTI-PACKS', 'YOGURT NOT MULTI-PACKS', 'ANTIPERSPIRANTS ONLY (ALL OTHE', 'FLUID MILK WHITE ONLY', 'NON-DAIRY CHEESE', 'MUSHROOMS OTHER', 'POULTRY', 'ANGUS', 'SALAD BAR FRESH FRUIT', 'CRANBERRY JUICE (OVER 50% JCE)', 'CUCUMBERS', 'PLASTIC WRAP (SARANETC.)', 'PAPER TOWELS & HOLDERS', 'BANANAS', 'VEGETARIAN MEATS', 'EGGS', 'YOGURT NOT MULTI-PACKS', 'VEGETARIAN MEATS', 'MANGO', 'TOMATOES VINE RIPE BULK', 'ROLLS: SANDWICH', 'GARBAGE KITCHEN COMPACTOR BA', 'HERBS PARSLEY']"
31468672882,"['MUSHROOMS WHITE SLICED PKG', 'HERBS PARSLEY', 'VARIETY LETTUCE', 'ROMA TOMATOES (BULK/PKG)', 'YOGURT', 'NON-DAIRY CHEESE', 'EGGS', 'YOGURT', 'VEGETARIAN MEATS', 'VEGETARIAN MEATS', 'PEPPERS JALAPENO']"
31969621945,"['CHOICE BEEF', 'CHICKEN BREAST BONE IN', 'EGGS']"
32957470836,"['TOMATOES HOTHOUSE ON THE VINE', 'EGGS', 'YOGURT', 'YOGURT']"
34141982986,"['BANANAS', 'EGGS', 'VEGETARIAN MEATS', 'NON-DAIRY CHEESE', 'FROZEN BREAKFAST', 'LEMONS', 'JUICE', 'VEGETARIAN MEATS', 'HERBS CILANTO', 'ROMA TOMATOES (BULK/PKG)']"
34204330241,"['YOGURT NOT MULTI-PACKS', 'YOGURT NOT MULTI-PACKS', 'EGGS', 'YOGURT NOT MULTI-PACKS', 'NON-CRBNTD DRNKING/MNERAL WATE', 'POULTRY', 'VEGETARIAN MEATS', 'SW GDS:DONUTS', 'YOGURT NOT MULTI-PACKS', 'ROMA TOMATOES (BULK/PKG)', 'ROLLS: BAGELS', 'CREAM CHEESE']"
35676779467,"['PEPPERS JALAPENO', 'YOGURT NOT MULTI-PACKS', 'YOGURT NOT MULTI-PACKS', 'EGGS', 'VEGETARIAN MEATS', 'HERBS PARSLEY', 'FLANK', 'YOGURT NOT MULTI-PACKS', 'YOGURT NOT MULTI-PACKS']"
40429430791,"['NON-CRBNTD DRNKING/MNERAL WATE', 'NON-CRBNTD DRNKING/MNERAL WATE']"
41160162671,"['BREAD:ITALIAN/FRENCH', 'PEPPERS SERRANO', 'ORAL HYGIENE BRUSHES', 'TOMATOES HOTHOUSE ON THE VINE', 'EGGS - LARGE', 'HERBS PARSLEY', 'POTATOES RUSSET (BULK&BAG)', 'NON-CRBNTD DRNKING/MNERAL WATE', 'SPONGES: BATH HOUSEHOLD', 'PRIMAL', 'PEPPERS GREEN BELL', 'BREAD:TORTILLAS/PITA']"
41160162735,"['LEMONS', 'BREAD:ITALIAN/FRENCH', 'ORANGES NAVELS ALL']"
41532377791,"['LEMONS', 'IWS SINGLE CHEESE', 'CITRUS - OTHER', 'APPLES GOLD DELICIOUS (BULK&BA', 'TEA BAGS HERBAL & FLAVORED', 'MAINSTREAM WHITE BREAD', 'ONIONS OTHER', 'TEA BAGS & BULK TEA', 'POULTRY', 'POULTRY', 'BANANAS', 'HERBS PARSLEY', 'IWS SINGLE CHEESE', 'MUSHROOMS WHITE SLICED PKG', 'TOMATOES VINE RIPE BULK', 'ORANGES NAVELS ALL', 'EGGS', 'DAIRY CASE 100% PURE JUICE - O', 'NON-CRBNTD DRNKING/MNERAL WATE', 'MAINSTREAM WHEAT/MULTIGRAIN BR', 'DAIRY CASE 100% PURE JUICE - O', 'POULTRY', 'BUTTER SPRAY CRACKER (RITZ/CLU']"
41931743286,['SUNGLASSES SOLARGENICS']
41931743287,"['PIES: PUMPKIN/CUSTARD', 'SPRING WATER', 'YOGURT NOT MULTI-PACKS', 'EGGS', 'JUICE', 'BREAD:ITALIAN/FRENCH', 'BANANAS', 'VEGETARIAN MEATS', 'PREMIUM PINTS', 'YOGURT NOT MULTI-PACKS']"
42159330997,"['HERBS PARSLEY', 'VEGETARIAN MEATS', 'CHOICE BEEF', 'PEPPERS JALAPENO', 'TOILET TISSUE', 'HEAD LETTUCE', 'CUCUMBERS', 'SALAD SPINACH', 'EGGS', 'ROMA TOMATOES (BULK/PKG)', 'BAGELS', 'BREAD:ITALIAN/FRENCH', 'PEANUT BUTTER', 'BANANAS', 'DAIRY CASE 100% PURE JUICE - O', 'FACIAL TISSUE & PAPER HANDKE', 'MINTS CANDY & BREATH (NOT LIF', 'VEGETARIAN MEATS', 'BREAD:TORTILLAS/PITA']"
