BASKET_ID,words
27709077762,"['DIPS', 'CANDY BOXED CHOCOLATES', 'TAPE & MAILING PRODUCTS', 'BANANAS', 'APPLES BRAEBURN (BULK&BAG)', 'CARDS SEASONAL']"
27828818083,"['PREMIUM', 'TUNA', 'SFT DRNK MLT-PK BTL CARB (EXCP', 'SNACK CRACKERS', 'MAINSTREAM', 'WAFFLES/PANCAKES/FRENCH TOAST', 'TORTILLA/NACHO CHIPS', 'SMOKED/COOKED', 'MOLASSES & SYRUPS', 'SOFT DRINKS 12/18&15PK CAN CAR', 'SPAGHETTI DRY', 'CORN', 'MAINSTREAM WHITE BREAD', 'SNACK CAKE - MULTI PACK', 'APPLES BRAEBURN (BULK&BAG)', 'ORANGES NAVELS ALL', 'STRAWBERRIES', 'MISC SALES TRANS', 'GRAPES WHITE', 'AUTO DISH DETERGENT - GEL', 'EGGS - X-LARGE', 'CANDY BARS (MULTI PACK)', 'BEERALEMALT LIQUORS', 'TRADITIONAL', 'PREMIUM COOKIES (EX: PEPPERIDG', 'LEAN']"
27852853617,"['SFT DRNK MLT-PK BTL CARB (EXCP', 'FEM. HYGN.NAPKINS']"
27888662980,"['ENGLISH MUFFINS/WAFFLES', 'TEA BAGS & BULK TEA', 'CHICKEN DRUMS', 'CHOCOLATE COVERED COOKIES', 'TUNA', 'BANANAS', 'SALT SUBSTITUTES', 'BAGGED CHEESE SNACKS', 'EGGS - X-LARGE', 'MISCELLANEOUS PACKAGE MIXES', 'BUTTER', 'ONIONS YELLOW (BULK&BAG)', 'ECONOMY', 'SWEETENERS', 'POTATOES RUSSET (BULK&BAG)', 'REFRIGERATED COFFEE CREAMERS', 'ICE - CRUSHED/CUBED', 'LOIN - CHOPS BONELESS', 'CELERY', 'CHICKEN BREAST BONE IN', 'FLUID MILK WHITE ONLY', 'MAINSTREAM WHITE BREAD', 'SOUP CRACKERS (SALTINE/OYSTER)']"
28023317587,"['CORN YELLOW', 'SFT DRNK MLT-PK BTL CARB (EXCP']"
28023317595,"['CHOCOLATE MILK', 'CORN YELLOW', 'BANANAS', 'MAINSTREAM WHEAT/MULTIGRAIN BR', 'POTATOES RUSSET (BULK&BAG)', 'BAGGED CHEESE SNACKS', 'BUTTER', 'BETTER FOR YOU', 'SFT DRNK 2 LITER BTL CARB INCL', 'SFT DRNK MLT-PK BTL CARB (EXCP']"
28023897621,"['ANT AND ROACH', 'FEM. HYGN. TAMPONS', 'SCOURING PADS & CLOTH', 'AUTO DISH DETERGENT - MONODOSE', 'TOILET BOWL AUTOMATIC']"
28110633974,['GASOLINE-REG UNLEADED']
28270681727,"['POTATOES RED (BULK&BAG)', 'CABBAGE', 'CORN WHITE', 'PEPPERONI/SALAMI', 'FRZN MULTI SERVE ENTREES ALL', 'APPLES FUJI (BULK&BAG)', 'FROZEN PASTA', 'CHOCOLATE COVERED COOKIES', 'SNACKS/APPETIZERS', 'SNACKS/APPETIZERS', 'FRZN BAKED/STUFFED/MASHED&SPEC', 'PIZZA/ECONOMY', 'BANANAS', 'SMOKED/COOKED', 'FRZN BREAKFAST ENTREES/SANDWIC', 'SANDWICH BUNS', 'SFT DRNK SNGL SRV BTL CARB (EX']"
28379083529,"['LIQUID DISH DETERGENT', 'MALTED MLK/SYRUP/PWDRS (EGGNOG', 'PREMIUM', 'FROZEN PASTA', 'BAGGED CHEESE SNACKS', 'CHOCOLATE MILK', 'BUTTER', 'PUDDINGS DRY', 'FROZEN PASTA', 'PIE CRUST MIXES & SHELLS', 'INSTANT TEA & TEA MIX']"
28391712333,"['PREMIUM COOKIES (EX: PEPPERIDG', 'FRZN WHIPPED TOPPING', 'BANANAS', 'GRAPES WHITE']"
28628871240,"['POPCORN - MICROWAVE', 'SOFT DRINKS 12/18&15PK CAN CAR', 'SOFT DRINKS 12/18&15PK CAN CAR', 'SOFT DRINKS 12/18&15PK CAN CAR', 'CHILDREN S ACTIVITY', 'NON-CRBNTD DRNKING/MNERAL WATE', 'PAPER TOWELS & HOLDERS', 'POPCORN - MICROWAVE', 'NON-CRBNTD DRNKING/MNERAL WATE', 'CLEANSING WIPES']"
28789477761,"['CANDY BARS (MULTI PACK)', 'BAGELS', 'SOFT DRINKS 20PK&24PK CAN CARB', 'MAINSTREAM WHITE BREAD', 'CHILDRENS LOW END', 'EGGS - X-LARGE']"
29094357081,"['NOODLES DRY', 'CORN', 'CANDY BARS (SINGLES)(INCLUDING', 'BANANAS', 'CANDY BARS (SINGLES)(INCLUDING', 'SHREDDED CHEESE', 'SHREDDED CHEESE', 'MARSHMALLOWS', 'CANDY BARS (SINGLES)(INCLUDING', 'LINKS - RAW', 'RICE SIDE DISH MIXES DRY', 'TUNA', 'BEANS GREEN: FS/WHL/CUT', 'CORN', 'GELATIN', 'TUNA', 'PUDDINGS DRY', 'ASEPTIC PACK JUICE AND DRINKS', 'GELATIN', 'SPAGHETTI DRY', 'SPECIALTY COOKIES', 'SANDWICHES&HANDHELDS', 'TRAY PACK/CHOC CHIP COOKIES', 'PREMIUM', 'DISPOSABLE FD STORAGE CONTAINR', 'EGGS - X-LARGE', 'GELATIN', 'MAINSTREAM', 'SNACKS/APPETIZERS', 'CONDENSED SOUP', 'PRETZELS', 'VARIETY BEANS - KIDNEY PINTO', 'FROZEN PASTA', 'SFT DRNK MLT-PK BTL CARB (EXCP', 'ORANGES NAVELS ALL', 'CANDY BARS (SINGLES)(INCLUDING']"
