BASKET_ID,words
27924773595,"['POURABLE SALAD DRESSINGS', 'CONDENSED SOUP', 'SEAFOOD-FRZ-IQF RAW SHRIMP RW', 'VARIETY LETTUCE', 'PRIMAL', 'PREMIUM - MEAT', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'SOFT DRINK POWDER POUCHES', 'POTATOES SWEET&YAMS', 'ONIONS RED (BULK&BAG)']"
30190061773,"['SPAGHETTI DRY', 'ONIONS RED (BULK&BAG)', 'FACIAL CREAMS', 'MAINSTREAM', 'SFT DRNK 2 LITER BTL CARB INCL', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'EGGS - LARGE', 'ANTIPERSPIRANTS ONLY (ALL OTHE', 'SHREDDED CHEESE', 'PRIMAL', 'BABY LOTIONS & OILS', 'FRZN MEAT ALTERNATIVES', 'SHREDDED CHEESE', 'SS ECONOMY ENTREES/DINNERS ALL', 'KITS']"
30240872503,"['FEM. HYGN.NAPKINS', 'FEM. HYGN.NAPKINS', 'TEA SWEETENED', 'HAIR DRYERS STYLERS SETTER', 'HAIR COMBS AND BRUSHES', 'HAIR CONDITIONERS AND RINSES']"
30530967510,"['DISPOSABLE FD STORAGE CONTAINR', 'KITS', 'FRZN BREADED PREPARED CHICK', 'FRZN SS PREMIUM ENTREES/DNRS/N', 'POURABLE SALAD DRESSINGS', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'RTS SOUP: CHUNKY/HOMESTYLE ET']"
30673937299,"['SUPER PREMIUM PINTS', 'SUPER PREMIUM PINTS']"
30818981219,"['MAINSTREAM', 'EGGS - LARGE', 'SHREDDED CHEESE', 'RICOTTA CHEESE', 'BEERALEMALT LIQUORS', 'FRZN GARLIC BREAD/TOAST/STICKS', 'SPICES & SEASONINGS', 'METAL BAKEWARE', 'NOODLES DRY', 'SHREDDED CHEESE']"
31355402039,"['RTS SOUP: CHUNKY/HOMESTYLE ET', 'ACNE MEDICATIONS', 'CEREAL BARS', 'HAIR CONDITIONERS AND RINSES', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'SHAMPOO', 'STICKS/ENROBED', 'PASTA: CANNED', 'BAR SOAP', 'MAYBELLINE', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'MAYBELLINE', 'WOMEN S GENERAL-MAGAZINE']"
31490502061,"['CABBAGE', 'TUNA', 'ONIONS RED (BULK&BAG)', 'STICKS/ENROBED', 'TEA SWEETENED', 'COTTAGE CHEESE', 'BLENDS', 'MICROWAVABLE SOUPS', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'FRZN BREADED PREPARED CHICK', 'EGGS - X-LARGE', 'FRZN BREADED PREPARED CHICK', 'TV/MOVIE-MAGAZINE', 'CEREAL BARS', 'TOMATOES: STEWED/DICED/CRMD', 'SPRING WATER', 'POULTRY - STEW W/DUMPLINGS/ A', 'POURABLE SALAD DRESSINGS', 'FREEZER BAGS', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'WOMEN S GENERAL-MAGAZINE']"
31883992228,['COOKIES: REGULAR']
32064795959,"['FRZN SS PREMIUM ENTREES/DNRS/N', 'POULTRY', 'FRZN SS PREMIUM ENTREES/DNRS/N', 'PRIMAL', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'FRZN SS PREMIUM ENTREES/DNRS/N', 'IWS SINGLE CHEESE', 'FRZN SS PREMIUM ENTREES/DNRS/N', 'FRZN SS PREMIUM ENTREES/DNRS/N', 'SPECIALTY COOKIES', 'SOFT DRINK POWDER POUCHES']"
32835462487,"['PASTA: CANNED', 'PASTA: CANNED', 'FRZN TATER TOTS/OTHER EXTRUDED', 'CORN DOGS', 'PASTA: CANNED']"
33106522174,"['MISC', 'POULTRY']"
35412555584,"['TOMATOES VINE RIPE BULK', 'MAINSTREAM']"
40532916001,"['FRZN SS PREMIUM ENTREES/DNRS/N', 'FRZN SS PREMIUM ENTREES/DNRS/N', 'FRZN SS PREMIUM ENTREES/DNRS/N', 'FRZN SS PREMIUM ENTREES/DNRS/N', 'CRANBERRY JUICE (50% AND UNDER', 'SOUP CRACKERS (SALTINE/OYSTER)', 'FRZN BREAKFAST ENTREES/SANDWIC', 'FRZN MULTI SERVE ENTREES ALL']"
40813342139,"['MEAT INCLUDED', 'FRZN GARLIC BREAD/TOAST/STICKS', 'SHREDDED CHEESE']"
40826316263,"['PREMIUM', 'BANANAS']"
41125217059,"['REFRIGERATED SPECILATY ROLLS', 'SFT DRNK 2 LITER BTL CARB INCL', 'DINNER ROLLS']"
42250666777,"['RICE SIDE DISH MIXES DRY', 'SFT DRNK SNGL SRV BTL CARB (EX', 'NON-CARB FLVRD DRNKNG/MNRL WAT', 'PEAS GREEN', 'SMOKED/COOKED - BETTER FOR YOU', 'FRUIT COCKTAIL FRUIT SALAD', 'MACARONI & CHEESE DNRS']"
