BASKET_ID,words
27191181771,"['MIXED VEGETABLES', 'FRZN BREADED PREPARED CHICK', 'CABBAGE', 'PEACHES', 'APPLE JUICE & CIDER (OVER 50%', 'YOGURT MULTI-PACKS', 'SHREDDED CHEESE', 'PLAYBALLS', 'FRUIT COCKTAIL FRUIT SALAD', 'FRUIT COCKTAIL FRUIT SALAD', 'BEANS', 'OTHER CITRUS JUICES (OVER 50%', 'BROCCOLI WHOLE&CROWNS', 'MOUTHWASH RINSES AND SPRAYS', 'LOIN - CHOPS BONE-IN', 'FRZN BREADED PREPARED CHICK', 'MIXED VEGETABLES', 'CANTALOUPE WHOLE', 'ROMA TOMATOES (BULK/PKG)', 'BANANAS', 'BLENDED JUICE&COMBINATIONS (OV', 'CHICKEN WINGS', 'CHICKEN DRUMS']"
27529196872,"['BEANS', 'APPLES GALA (BULK&BAG)', 'COTTON COTTON SWABS', 'POTATOES RED (BULK&BAG)', 'BANANAS', 'MANGO', 'GRAPES RED', 'BABY JUICES', 'STRAWBERRIES', 'YOGURT MULTI-PACKS', 'STRAWBERRIES', 'HAM', 'ONIONS YELLOW (BULK&BAG)', 'BLENDED JUICE&COMBINATIONS (OV', 'BABY JUICES', 'CAULIFLOWER WHOLE', 'CARROTS BAGGED', 'FRZN BREADED PREPARED CHICK', 'BROCCOLI WHOLE&CROWNS']"
29194692000,"['FRZN BREADED PREPARED CHICK', 'BANANAS', 'PEARS BARTLETT', 'CORN YELLOW', 'YOGURT MULTI-PACKS', 'CUCUMBERS', 'CHEWING GUM']"
30035950506,"['BANANAS', 'BLENDED JUICE&COMBINATIONS (OV', 'HEAD LETTUCE', 'FRZN BREADED PREPARED CHICK', 'PEARS BARTLETT', 'PREP FD: SIDE DISHES (HOT)', 'NON DAIRY CREAMER: DRY', 'YOGURT NOT MULTI-PACKS', 'CHIX:FRD 8PC/CUT UP (HOT)', 'PINEAPPLE WHOLE&PEEL/CORED', 'ASEPTIC PACK JUICE AND DRINKS', 'BEANS']"
30503496950,"['VARIETY MEAT - EXTERNAL', 'CHICKEN DRUMS', 'YOGURT NOT MULTI-PACKS', 'YOGURT NOT MULTI-PACKS', 'PEARS BARTLETT', 'BANANAS', 'SGL SV/VEND MACH SNACKS CHIP/P', 'BEANS', 'YOGURT NOT MULTI-PACKS', 'ASEPTIC PACK JUICE AND DRINKS', 'RIBS', 'ENERGY DRINK', 'CHIX: ROTISSERIE (HOT)', 'CHIX: ROTISSERIE (HOT)', 'YOGURT NOT MULTI-PACKS', 'GRAPES RED', 'HAM', 'YOGURT NOT MULTI-PACKS', 'COLESLAW']"
31280837158,"['SNACKS/APPETIZERS', 'SS ECONOMY ENTREES/DINNERS ALL', 'CHEWING GUM', 'FRZN BREADED PREPARED CHICK']"
33041462111,"['MOLASSES & SYRUPS', 'YOGURT MULTI-PACKS', 'BEANS', 'CHEWING GUM', 'ECONOMY - MEAT', 'FACIAL CREAMS', 'APPLE JUICE & CIDER (OVER 50%', 'BANANAS', 'APPLES GOLD DELICIOUS (BULK&BA', 'RICE - INSTANT & MICROWAVE', 'BABY DIAPERS']"
33659250804,"['CABBAGE', 'FLUID MILK WHITE ONLY', 'CHEWING GUM', 'CANTALOUPE WHOLE', 'ORANGES NAVELS ALL', 'SHREDDED CHEESE', 'BANANAS', 'YOGURT MULTI-PACKS', 'BEANS', 'HEAD LETTUCE', 'VEGETABLE/SALAD OIL', 'CORN YELLOW', 'FRZN BAGGED VEGETABLES - PLAIN', 'STRAWBERRIES', 'EGGS - X-LARGE']"
34664661865,"['SGL SV/VEND MACH SNACKS CHIP/P', 'APPLE JUICE & CIDER (OVER 50%', 'BEANS', 'CARROTS MINI PEELED', 'YOGURT MULTI-PACKS']"
35463915760,"['YOGURT MULTI-PACKS', 'BEANS', 'BEERALEMALT LIQUORS', 'YOGURT NOT MULTI-PACKS', 'FLUID MILK WHITE ONLY', 'EGGS - X-LARGE']"
40174128082,"['YOGURT NOT MULTI-PACKS', 'CORN', 'YOGURT MULTI-PACKS', 'CORN', 'BEERALEMALT LIQUORS', 'CHIX: BAKED 8PC CUT UP (HOT)', 'PREMIUM - MEAT', 'APPLE JUICE & CIDER (50% AND U']"
40174551066,['GASOLINE-REG UNLEADED']
40341609042,"['PEACHES YELLOW FLESH', 'ONIONS WHITE (BULK&BAG)', 'BEANS', 'YOGURT NOT MULTI-PACKS', 'GRAPES RED', 'STRING CHEESE', 'BROCCOLI WHOLE&CROWNS', 'PEARS BARTLETT', 'BANANAS', 'DAIRY CASE JUICE DRNK UNDER 10', 'CABBAGE', 'COLD AND FLU - DXM', 'CATSUP', 'APPLE JUICE & CIDER (OVER 50%', 'ORANGES NAVELS ALL', 'SEAFOOD-FRZ-IQF RAW SHRIMP RW']"
40533388537,['GASOLINE-REG UNLEADED']
40533388817,"['STRING CHEESE', 'APPLE JUICE & CIDER (OVER 50%', 'ECONOMY - MEAT', 'CORN WHITE', 'SEAFOOD-FRZ-IQF RAW SHRIMP RW', 'DAIRY CASE JUICE DRNK UNDER 10', 'CARROTS BAGGED', 'EGGS - LARGE', 'STRING CHEESE', 'BABY DIAPERS', 'LIPCARE', 'BEANS']"
40703491503,['GASOLINE-REG UNLEADED']
40703492012,"['GRAPES WHITE', 'MIXED VEGETABLES', 'ORGANIC CARROTS', 'APPLES RED DELICIOUS (BULK&BAG', 'HEAD LETTUCE', 'BABY DIAPERS', 'YOGURT NOT MULTI-PACKS', 'ECONOMY - MEAT', 'BANANAS', 'DAIRY CASE JUICE DRNK UNDER 10', 'PEARS BARTLETT', 'ONIONS WHITE (BULK&BAG)', 'ORANGES NON NAVEL ALL', 'PREMIUM', 'RICE - DRY BAG AND BOX', 'POTATOES GOLD (BULK&BAG)', 'POTATOES SWEET&YAMS', 'SUGAR', 'BETTER FOR YOU', 'VITAMIN - MULTIPLE COMBIN', 'BEANS', 'STRING CHEESE']"
40788797879,"['SHAMPOO', 'ADULT ANALGESICS', 'BABY DIAPERS', 'BABY DIAPERS', 'SOLID/STK DEODORANTS']"
40877307714,"['CABBAGE', 'YOGURT NOT MULTI-PACKS', 'TOOTHPASTE', 'DAIRY CASE FRUIT DRINKS (NO JU', 'BEANS', 'ORANGES NAVELS ALL', 'APPLE JUICE & CIDER (OVER 50%', 'PEARS BARTLETT', 'ECONOMY - MEAT', 'ONIONS WHITE (BULK&BAG)', 'BANANAS', 'DAIRY CASE FRUIT DRINKS (NO JU', 'GARLIC WHOLE CLOVES', 'ALUMINUM FOIL']"
40877307717,"['ORAL HYGIENE BRUSHES', 'DANDRUFF-MEDICATED SHAMPOOS', 'ORAL HYGIENE BRUSHES', 'DANDRUFF-MEDICATED SHAMPOOS']"
40955797329,"['XMAS PLUSH', 'BLENDED JUICE&COMBINATIONS (OV', 'BABY DIAPERS', 'NON DAIRY CREAMER: DRY']"
40969096007,"['PEARS BARTLETT', 'BEANS', 'ECONOMY - MEAT', 'GRAPES RED', 'YOGURT NOT MULTI-PACKS', 'DAIRY CASE JUICE DRNK UNDER 10', 'ONIONS WHITE (BULK&BAG)', 'RICE - DRY BAG AND BOX', 'EGGS - LARGE', 'MIXED VEGETABLES', 'FRUIT BOWL AND CUPS', 'BANANAS', 'FLUID MILK WHITE ONLY', 'MIXED VEGETABLES']"
41125502107,"['KIDS CEREAL', 'GRAPES RED', 'LIQUID DISH DETERGENT', 'PEARS BARTLETT', 'BANANAS', 'CENTRAL AMERICAN FOODS', 'VITAMIN - CHILDREN', 'BABY DIAPERS', 'ECONOMY - MEAT', 'CORN', 'MAINSTREAM WHITE BREAD', 'YOGURT NOT MULTI-PACKS', 'DAIRY CASE JUICE DRNK UNDER 10']"
41259338489,"['VEGETABLE/SALAD OIL', 'SANDWICH BAGS', 'BABY SPRING WATERS', 'BABY FOOD - BEGINNER', 'BANANAS', 'EGGS - LARGE', 'DAIRY CASE JUICE DRNK UNDER 10', 'BABY FOOD - BEGINNER', 'RICE - DRY BAG AND BOX', 'TOILET TISSUE', 'MEXICAN SOFT TORTILLAS AND WRA', 'BABY FOOD - BEGINNER', 'YOGURT NOT MULTI-PACKS', 'MIXED VEGETABLES', 'ORANGES NON NAVEL ALL', 'PEARS BARTLETT', 'FLUID MILK WHITE ONLY', 'TOOTHPASTE']"
41352311516,"['CHEWING GUM', 'CORN YELLOW', 'GRAPEFRUIT JUICE (50% AND UNDE', 'DAIRY CASE JUICE DRNK UNDER 10', 'GRAPEFRUIT JUICE (50% AND UNDE', 'PINEAPPLE WHOLE&PEEL/CORED', 'CELERY', 'STRING CHEESE', 'BABY DIAPERS', 'ECONOMY - MEAT']"
41366859408,"['NON-CRBNTD DRNKING/MNERAL WATE', 'CORN OIL', 'COCONUT', 'BANANAS', 'BEERALEMALT LIQUORS', 'ORGANIC HERBS', 'PEARS BARTLETT', 'ONIONS WHITE (BULK&BAG)', 'GRAPES WHITE', 'PEPPERS SERRANO', 'DAIRY CASE JUICE DRNK UNDER 10']"
41453141089,"['VEGETABLE/SALAD OIL', 'AUTHENTIC PASTA RICE BEANS', 'TUNA', 'DAIRY CASE JUICE DRNK UNDER 10', 'BEANS', 'MIXED VEGETABLES', 'ORANGES NAVELS ALL', 'AUTHENTIC PEPPERS', 'SPAGHETTI DRY', 'APPLES GALA (BULK&BAG)', 'POTATOES RED (BULK&BAG)', 'FLUID MILK WHITE ONLY', 'BANANAS', 'YOGURT NOT MULTI-PACKS', 'EGGS - MEDIUM', 'ALUMINUM FOIL', 'HISPANIC COOKIES/CRACKERS', 'BATHROOM CLEANERS - GENERAL']"
41453141096,"['FLUID MILK WHITE ONLY', 'SMOKED/COOKED - BEEF', 'MANGO', 'PANTRY']"
41545466995,"['BANANAS', 'ORANGES NON NAVEL ALL', 'ECONOMY - MEAT', 'ONIONS YELLOW (BULK&BAG)', 'BABY DIAPERS', 'EGGS - JUMBO', 'GRAPEFRUIT JUICE (50% AND UNDE', 'GRAPES RED', 'SGL SV/VEND MACH SNACKS CHIP/P', 'DAIRY CASE JUICE DRNK UNDER 10', 'SPRING WATER', 'PINEAPPLE WHOLE&PEEL/CORED', 'ORGANIC HERBS']"
41628083530,"['APPLES GALA (BULK&BAG)', 'LIQUID DISH DETERGENT', 'TUNA', 'TOOTHPASTE', 'AUTHENTIC PASTA RICE BEANS', 'ECONOMY - MEAT', 'VEGETABLE/SALAD OIL', 'BAR SOAP', 'FLUID MILK WHITE ONLY', 'ORANGES NON NAVEL ALL', 'AUTHENTIC VEGETABLES AND FOODS', 'MIXED VEGETABLES', 'SPRING WATER', 'INSIDE FROST BULBS', 'YOGURT MULTI-PACKS', 'BANANAS', 'PEARS ANJOU', 'ORGANIC VEGETABLES ALL OTHERS', 'MIXED VEGETABLES', 'CABBAGE', 'AUTHENTIC PASTA RICE BEANS', 'GRAPES RED', 'AUTHENTIC PASTA RICE BEANS', 'RICE - DRY BAG AND BOX', 'DAIRY CASE JUICE DRNK UNDER 10', 'AUTHENTIC VEGETABLES AND FOODS', 'EGGS - LARGE']"
