BASKET_ID,words
27469081020,"['SOFT DRINKS 12/18&15PK CAN CAR', 'SOFT DRINKS 20PK&24PK CAN CARB', 'FLUID MILK WHITE ONLY', 'SOFT DRINKS CAN NON-CARB (EXCE', 'SOFT DRINKS 20PK&24PK CAN CARB', 'SOFT DRINKS 12/18&15PK CAN CAR', 'SOFT DRINKS 12/18&15PK CAN CAR', 'SOFT DRINKS 20PK&24PK CAN CARB', 'COOKIES: REGULAR', 'SOFT DRINKS 12/18&15PK CAN CAR']"
27529343052,"['CARDS SEASONAL', 'CANDY BARS (SINGLES)(INCLUDING', 'CANDY BARS (SINGLES)(INCLUDING', 'CANDY BARS (SINGLES)(INCLUDING']"
27566075158,"['CARDS EVERYDAY', 'CARDS EVERYDAY']"
27757244859,"['PEACHES YELLOW FLESH', 'STICKS/ENROBED', 'WATER ICE']"
27865479384,"['BEERALEMALT LIQUORS', 'PREMIUM', 'PREMIUM BREAD', 'SHAMPOO', 'PRESERVES JAM MARMALADE', 'FLUID MILK WHITE ONLY', 'SPAGHETTI DRY', 'PEANUT BUTTER', 'PREMIUM BREAD', 'KIDS CEREAL']"
27936870366,"['CANDY REFRIGERATED', 'CARDS EVERYDAY', 'SINGLE STEMS']"
28024117482,"['BOX WINES', 'BEERALEMALT LIQUORS', 'BOX WINES', 'SNACK MIX']"
28069474406,"['SOLID/STK DEODORANTS', 'REVLON', 'CAKES: NOVELTIES', 'CHEWING GUM', 'QSR FD: COLD PIZZA', 'REVLON']"
28197778598,"['FLUID MILK WHITE ONLY', 'SOFT DRINKS 12/18&15PK CAN CAR', 'SNACK CAKE - MULTI PACK', 'SOFT DRINKS 12/18&15PK CAN CAR', 'SOFT DRINKS 12/18&15PK CAN CAR', 'MEXICAN SAUCESSALSAPICANTEE', 'SNACK CAKE - MULTI PACK', 'TORTILLA/NACHO CHIPS', 'SOFT DRINKS 12/18&15PK CAN CAR', 'PRETZELS']"
28331774433,"['PREMIUM PINTS', 'SFT DRNK 2 LITER BTL CARB INCL']"
28537926008,"['MAINSTREAM WHEAT/MULTIGRAIN BR', 'ADULT CEREAL', 'RAMEN NOODLES/RAMEN CUPS', 'PREMIUM BREAD', 'FLUID MILK WHITE ONLY', 'SANDWICH COOKIES']"
28619212829,"['ADULT CEREAL', 'MOUTHWASH RINSES AND SPRAYS', 'KIDS CEREAL', 'MAINSTREAM WHEAT/MULTIGRAIN BR', 'SANDWICH COOKIES', 'VITAMIN - MULTIPLE COMBIN', 'FLUID MILK WHITE ONLY', 'ORAL HYGIENE BRUSHES', 'SOFT DRINKS 12/18&15PK CAN CAR', 'JELLY', 'DAIRY CASE 100% PURE JUICE - O', 'PEANUT BUTTER', 'BEERALEMALT LIQUORS']"
28733420797,"['SUPER PREMIUM PINTS', 'FEM. HYGN. TAMPONS', 'SUPER PREMIUM PINTS']"
28788314082,"['HAMBURGER BUNS', 'BATH ACCESSORIES', 'SUPER PREMIUM PINTS', 'BODY WASH', 'SOLID/STK DEODORANTS']"
28790653398,"['SPICES & SEASONINGS', 'BASIC PAPER PLATES', 'BEERALEMALT LIQUORS', 'TORTILLA/NACHO CHIPS', 'TORTILLA/NACHO CHIPS']"
28868193584,"['NO SUBCOMMODITY DESCRIPTION', 'FLUID MILK WHITE ONLY', 'PRETZELS', 'PREMIUM BREAD', 'BUTTER']"
28970515117,['BUNCHES 2-4 STEM (OTHER)']
29034016937,"['BROOMS: PLSTC/NATRL & PATIO', 'FLUID MILK WHITE ONLY', 'MAINSTREAM WHEAT/MULTIGRAIN BR', 'DAIRY CASE 100% PURE JUICE - O']"
29095157491,"['TOOTHPASTE', 'MAINSTREAM WHEAT/MULTIGRAIN BR', 'BEERALEMALT LIQUORS', 'DENTAL FLOSS AND IMPLEMENTS', 'PIZZA/TRADITIONAL', 'FLUID MILK WHITE ONLY', 'FRZN SS PREMIUM ENTREES/DNRS/T']"
29142052533,"['CANDY BARS (MULTI PACK)', 'TORTILLA/NACHO CHIPS', 'SOFT DRINKS 12/18&15PK CAN CAR', 'SOFT DRINKS 12/18&15PK CAN CAR', 'TORTILLA/NACHO CHIPS', 'POTATO CHIPS', 'MEXICAN SAUCESSALSAPICANTEE', 'DIPS (NON-REFRIGERATED)', 'DAIRY CASE 100% PURE JUICE - O', 'PRETZELS', 'CANDY BARS (MULTI PACK)', 'CANDY BARS (MULTI PACK)']"
29170596003,['SOFT DRINKS 12/18&15PK CAN CAR']
29238486837,"['BUTTER SPRAY CRACKER (RITZ/CLU', 'SHREDDED CHEESE', 'PRESERVES JAM MARMALADE', 'CIDER', 'ALL FAMILY CEREAL', 'GARBAGE KITCHEN COMPACTOR BA', 'GRAHAM CRACKERS', 'PEANUT BUTTER', 'FLUID MILK WHITE ONLY', 'MISC SALES TRANS', 'TOASTER PASTRIES', 'MEXICAN SAUCESSALSAPICANTEE', 'EGGS - LARGE', 'SNACK MIX', 'TOASTER PASTRIES', 'SCHOOL PAPER', 'PRETZELS', 'MULTI-PACK CRACKERS', 'PREMIUM', 'BEERALEMALT LIQUORS', 'DAIRY CASE 100% PURE JUICE - O']"
29507456155,"['MAINSTREAM WHEAT/MULTIGRAIN BR', 'FLUID MILK WHITE ONLY']"
29672667239,"['FLUID MILK WHITE ONLY', 'BEERALEMALT LIQUORS', 'DAIRY CASE 100% PURE JUICE - O', 'TOASTER PASTRIES', 'RAMEN NOODLES/RAMEN CUPS', 'RAMEN NOODLES/RAMEN CUPS', 'PREMIUM BREAD', 'MULTI-PACK CRACKERS', 'ADULT CEREAL', 'PRESERVES JAM MARMALADE', 'PRESERVES JAM MARMALADE', 'TOASTER PASTRIES', 'SOFT DRINKS 12/18&15PK CAN CAR', 'SANDWICH BAGS', 'POTATO CHIPS', 'PEANUT BUTTER', 'SHAMPOO']"
29787973497,"['TORTILLA/NACHO CHIPS', 'POTATO CHIPS']"
30032471708,"['CARDS EVERYDAY', 'CB (NON ROSE)LILY']"
30035744689,"['SOLID/STK DEODORANTS', 'MAINSTREAM WHEAT/MULTIGRAIN BR', 'ADULT CEREAL', 'BEERALEMALT LIQUORS', 'N/A DEOD SPRAY/GEL DEOD', 'FLUID MILK WHITE ONLY', 'DAIRY CASE 100% PURE JUICE - O', 'MAINSTREAM']"
30037507116,"['RAZORS AND BLADES', 'RAZORS AND BLADES', 'MAINSTREAM WHEAT/MULTIGRAIN BR', 'BODY WASH', 'BEERALEMALT LIQUORS']"
30038881562,"['PAPER LUNCH BAGS', 'POTATO CHIPS', 'SHAVE CREAMS AND POWDERS', 'POTATO CHIPS', 'LIQUEURS/SPECIALTIES (42 UNDER', 'SOFT DRINKS 12/18&15PK CAN CAR']"
30141863611,['BATTERIES']
30229382158,"['MISCELLANEOUS CANDY (INCLUDING', 'BEERALEMALT LIQUORS']"
30241388475,"['SUPER PREMIUM PINTS', 'FLUID MILK WHITE ONLY', 'SFT DRNK MLT-PK BTL CARB (EXCP', 'POTATO CHIPS']"
30515523597,"['SOFT DRINKS 12/18&15PK CAN CAR', 'DAIRY CASE 100% PURE JUICE - O', 'FLUID MILK WHITE ONLY']"
30531706683,"['TORTILLA/NACHO CHIPS', 'MEXICAN SAUCESSALSAPICANTEE', 'SUPER PREMIUM PINTS', 'RAMEN NOODLES/RAMEN CUPS', 'SNACK CAKE - MULTI PACK', 'POTATO CHIPS', 'PREPARED BEANS - BAKED W/PORK', 'PREPARED BEANS - BAKED W/PORK']"
30674039466,"['BUTTER SPRAY CRACKER (RITZ/CLU', 'SOFT DRINKS 20PK&24PK CAN CARB', 'PREPARED BEANS - BAKED W/PORK', 'JELLY', 'INSTANT OATMEAL', 'CANDY BARS (MULTI PACK)', 'POTATO CHIPS', 'DAIRY CASE 100% PURE JUICE - O', 'SUPER PREMIUM PINTS', 'PREPARED BEANS - BAKED W/PORK', 'ALL FAMILY CEREAL', 'KIDS CEREAL', 'PRESERVES JAM MARMALADE', 'RAMEN NOODLES/RAMEN CUPS', 'CARDS EVERYDAY', 'FLUID MILK WHITE ONLY']"
30930617966,"['SOFT DRINKS 20PK&24PK CAN CARB', 'ADULT CEREAL', 'DAIRY CASE 100% PURE JUICE - O', 'PREMIUM BREAD', 'PEANUT BUTTER', 'EGG NOG/BOILED CUSTARD', 'PRESERVES JAM MARMALADE', 'POTATO CHIPS', 'PREPARED BEANS - BAKED W/PORK', 'PREMIUM BREAD', 'FLUID MILK WHITE ONLY', 'TORTILLA/NACHO CHIPS', 'POTATO CHIPS', 'BUTTER SPRAY CRACKER (RITZ/CLU', 'MEXICAN SAUCESSALSAPICANTEE']"
30954676514,"['SUPER PREMIUM PINTS', 'POTATO CHIPS', 'POTATO CHIPS', 'CARDS SEASONAL', 'CARDS SEASONAL']"
31161089315,"['SNACK CAKE - MULTI PACK', 'DAIRY CASE 100% PURE JUICE - O', 'SOFT DRINKS 12/18&15PK CAN CAR']"
31197936459,"['NATURAL CHEESE EXACT WT CHUNKS', 'SOFT DRINKS 12/18&15PK CAN CAR', 'NATURAL CHEESE EXACT WT CHUNKS', 'TORTILLA/NACHO CHIPS', 'BEERALEMALT LIQUORS', 'BROOMS: PLSTC/NATRL & PATIO', 'SNACK CRACKERS', 'MEXICAN SAUCESSALSAPICANTEE', 'DRAIN CARE']"
31344153696,"['BUTTER SPRAY CRACKER (RITZ/CLU', 'MENS SKIN CARE/COLOGNE', 'BATH ACCESSORIES', 'SOLID/STK DEODORANTS', 'LIQUEURS/SPECIALTIES (42 UNDER', 'DRIED FRUIT - OTHER']"
31502495334,"['BUTTER SPRAY CRACKER (RITZ/CLU', 'FLUID MILK WHITE ONLY', 'RAMEN NOODLES/RAMEN CUPS', 'SNACK MIX', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'SPICES & SEASONINGS', 'DAIRY CASE 100% PURE JUICE - O', 'PREMIUM BREAD', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'CHOCOLATE MILK', 'RAMEN NOODLES/RAMEN CUPS']"
31541299237,['BEERALEMALT LIQUORS']
31625336767,"['SNACK CRACKERS', 'BEERALEMALT LIQUORS', 'INSTANT OATMEAL', 'SOFT DRINKS 12/18&15PK CAN CAR', 'NATURAL CHEESE EXACT WT CHUNKS', 'RAMEN NOODLES/RAMEN CUPS', 'RAMEN NOODLES/RAMEN CUPS', 'MEXICAN SAUCESSALSAPICANTEE', 'SNACK CAKE - MULTI PACK', 'FLUID MILK WHITE ONLY', 'TORTILLA/NACHO CHIPS', 'RAMEN NOODLES/RAMEN CUPS', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'NATURAL CHEESE EXACT WT CHUNKS']"
31769528627,"['POTATO CHIPS', 'SOFT DRINKS 12/18&15PK CAN CAR']"
31769786018,"['SALAD SPINACH', 'RAMEN NOODLES/RAMEN CUPS', 'DRESSINGS', 'RAMEN NOODLES/RAMEN CUPS', 'LIQUID LAUNDRY DETERGENTS', 'RAMEN NOODLES/RAMEN CUPS', 'PAPER TOWELS & HOLDERS', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'BREAD:TORTILLAS/PITA', 'FLUID MILK WHITE ONLY', 'PREPARED BEANS - BAKED W/PORK', 'BUTTER SPRAY CRACKER (RITZ/CLU', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'DAIRY CASE 100% PURE JUICE - O', 'AUTO DISH DETERGENT - GEL', 'SAL:SALSA/DPS-PRPCK', 'PREMIUM BREAD', 'INSTANT OATMEAL']"
31832910390,"['SHAVE CREAMS AND POWDERS', 'RAZORS AND BLADES']"
31833853875,['BEERALEMALT LIQUORS']
31956611485,"['COLD AND FLU', 'PEPPERONI/SALAMI', 'SAL:SALSA/DPS-PRPCK', 'NATURAL CHEESE EXACT WT CHUNKS', 'PROPHYLACTICS', 'INSTANT OATMEAL', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'INSIDE FROST BULBS', 'RAMEN NOODLES/RAMEN CUPS', 'PLASTIC CUPS', 'NATURAL CHEESE EXACT WT CHUNKS', 'TORTILLA/NACHO CHIPS', 'BODY WASH', 'RAMEN NOODLES/RAMEN CUPS', 'SAL:SALSA/DPS-PRPCK', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'DAIRY CASE 100% PURE JUICE - O', 'BREAD:TORTILLAS/PITA', 'SNACK CRACKERS', 'NATURAL CHEESE EXACT WT CHUNKS', 'FLUID MILK WHITE ONLY', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'BUTTER SPRAY CRACKER (RITZ/CLU', 'SOLID/STK DEODORANTS', 'BREAD:TORTILLAS/PITA', 'RTS SOUP: CHUNKY/HOMESTYLE ET']"
31981070714,"['SFT DRNK 2 LITER BTL CARB INCL', 'SFT DRNK 2 LITER BTL CARB INCL']"
32125441316,"['APPLES FUJI (BULK&BAG)', 'CARROTS MINI PEELED', 'INSTANT OATMEAL', 'SOFT DRINKS 12/18&15PK CAN CAR', 'DAIRY CASE 100% PURE JUICE - O', 'SANDWICH BAGS', 'FLUID MILK WHITE ONLY']"
32161417224,"['BEERALEMALT LIQUORS', 'SNACK MIX']"
32161418097,['BEERALEMALT LIQUORS']
32259110921,"['PIZZA/TRADITIONAL', 'VAC PAC NUTS(CANS)', 'BEERALEMALT LIQUORS', 'PIZZA/TRADITIONAL', 'PIZZA/TRADITIONAL', 'DIPS', 'PREMIUM', 'DAIRY CASE 100% PURE JUICE - O', 'FLUID MILK WHITE ONLY', 'MAINSTREAM WHEAT/MULTIGRAIN BR', 'SOFT DRINKS 12/18&15PK CAN CAR', 'POTATO CHIPS', 'SANDWICHES&HANDHELDS', 'SPAGHETTI DRY', 'INSTANT OATMEAL', 'BEERALEMALT LIQUORS', 'SNACK CAKE - MULTI PACK', 'SNACK MIX']"
32259442099,"['PROPHYLACTICS', 'PROPHYLACTICS']"
