BASKET_ID,words
27231791420,"['PATTIES - RAW', 'RIB - STK/CHP/SLC', 'VANILLA WAFER/KIDS COOKIES', 'FRZN GARLIC BREAD/TOAST/STICKS', 'PIZZA/ECONOMY', 'LUNCH COMBO', 'LUNCH COMBO', 'MAINSTREAM WHITE BREAD', 'SANDWICH SAUCE HORSERADISH SA', 'HAIR COLOR AND DEVELOPERS', 'SS ECONOMY ENTREES/DINNERS ALL', 'BBQ SAUCE', 'LUNCH COMBO', 'FRZN BREADED PREPARED CHICK', 'SEMI-SOLID SALAD DRESSING MAY', 'PIZZA/ECONOMY', 'ASEPTIC PACK JUICE AND DRINKS', 'SS ECONOMY ENTREES/DINNERS ALL', 'FRUIT FILLED COOKIES', 'KIDS CEREAL', 'SV BEV: BEV/JUICE 50-100% JUIC', 'PORK-FULLY COOKED', 'PREMIUM COOKIES (EX: PEPPERIDG', 'MAINSTREAM', 'TRAY PACK/CHOC CHIP COOKIES', 'SANDWICH COOKIES', 'PICKLES', 'SPICES & SEASONINGS', 'BREAST - BONELESS(IQF)', 'FRZN BREADED PREPARED CHICK', 'POULTRY', 'CEREAL BARS', 'SANDWICH COOKIES', 'SS ECONOMY ENTREES/DINNERS ALL', 'LUNCH COMBO', 'HAM', 'PREMIUM COOKIES (EX: PEPPERIDG', 'SANDWICHES&HANDHELDS', 'WINGS (IQF)', 'SS ECONOMY ENTREES/DINNERS ALL', 'HAM- NET WEIGHT', 'VANILLA WAFER/KIDS COOKIES', 'PIZZA/TRADITIONAL', 'SANDWICHES/BISCUITS/GRAVY', 'SS ECONOMY ENTREES/DINNERS ALL', 'KIDS CEREAL', 'MARGARINE: TUBS AND BOWLS', 'PAPER TOWELS & HOLDERS', 'GRND/PATTY - FROZEN', 'SANDWICHES&HANDHELDS', 'PIZZA/ECONOMY', 'PREMIUM - BEEF', 'SS ECONOMY ENTREES/DINNERS ALL', 'PEPPERONI/SALAMI', 'ASEPTIC PACK JUICE AND DRINKS', 'SANDWICHES&HANDHELDS', 'ASEPTIC PACK JUICE AND DRINKS']"
27282168626,"['JUICE (UNDER 10% JUICE)', 'LUNCH COMBO', 'LUNCH COMBO', 'LUNCH COMBO']"
27493176949,"['EGGS - X-LARGE', 'FRZN BREADED PREPARED CHICK', 'HAM- NET WEIGHT', 'POULTRY - STEW W/DUMPLINGS/ A', 'SPICES & SEASONINGS', 'SANDWICHES/BISCUITS/GRAVY', 'FRZN BRD STICK/PORTON', 'PREMIUM COOKIES (EX: PEPPERIDG', 'PIZZA/TRADITIONAL', 'SMOKED/COOKED', 'ENTREES', 'FRZN BREADED PREPARED CHICK', 'POULTRY', 'CORN DOGS', 'BEEF - FULLY COOKED', 'REFRIGERATED BISCUITS REGULAR', 'BAR SOAP', 'BABY DIAPERS', 'DAIRY CASE JUICE DRNK UNDER 10', 'SELECT BEEF', 'SAUCE MIXES GRAVY MIXES DRY', 'OTHER - FULLY COOKED', 'KIDS CEREAL', 'REFRIGERATED COOKIES-CHUB', 'NON-IWS SINGLE CHEESE', 'SMOKED/COOKED - BEEF', 'LUNCH COMBO', 'ALL FAMILY CEREAL', 'ECONOMY - MEAT', 'MEXICAN SEASONING MIXES', 'COUPONS/STORE & MFG', 'VANILLA WAFER/KIDS COOKIES', 'POULTRY - STEW W/DUMPLINGS/ A', 'LUNCH COMBO', 'VANILLA WAFER/KIDS COOKIES', 'PREMIUM COOKIES (EX: PEPPERIDG', 'LUNCH COMBO', 'SUGAR', 'TOILET TISSUE', 'SHREDDED CHEESE', 'SPINACH & GREENS', 'POPCORN - MICROWAVE', 'FLAVORED/OTHER', 'REFRIGERATED SPECILATY ROLLS', 'POTATOES: DRY', 'SNACK CAKE - MULTI PACK', 'SOFT DRINKS 12/18&15PK CAN CAR', 'LINKS - RAW', 'MARGARINE: TUBS AND BOWLS', 'CAKES: NOVELTIES', 'ROLLS - PORK', 'SOFT DRINKS CAN NON-CARB (EXCE', 'ANTIPERSPIRANTS ONLY (ALL OTHE', 'BAR SOAP', 'MEXICAN TACO TOSTADO SHELLS', 'PASTA: CANNED', 'BOLOGNA', 'POULTRY', 'MAINSTREAM', 'RIB - STK/CHP/SLC', 'FLUID MILK WHITE ONLY', 'PASTA: CANNED', 'BREAST - BONELESS(IQF)', 'LINKS - RAW', 'FRZN BRD STICK/PORTON', 'SOFT DRINKS 12/18&15PK CAN CAR', 'GRAVY CAN/GLASS', 'CAKES: POUND', 'MISCELLANEOUS CANDY (INCLUDING', 'GRAVY CAN/GLASS', 'PASTA: CANNED', 'LUNCH COMBO', 'LEAN', 'ENTREES']"
27505174636,"['SS ECONOMY ENTREES/DINNERS ALL', 'SS ECONOMY ENTREES/DINNERS ALL', 'SS ECONOMY ENTREES/DINNERS ALL', 'SOFT DRINK BOTTLE NON-CARB (EX', 'MISC HOLIDAYS', 'FRUIT VARIETAL WINES', 'SGL SV/VEND MACH SNACKS CHIP/P', 'SGL SV/VEND MACH SNACKS CHIP/P', 'ENERGY DRINK', 'MISC HOLIDAYS', 'MISC HOLIDAYS', 'SS ECONOMY ENTREES/DINNERS ALL', 'SS ECONOMY ENTREES/DINNERS ALL', 'SS ECONOMY ENTREES/DINNERS ALL', 'PATTIES - RAW', 'FRUIT VARIETAL WINES', 'PIZZA/TRADITIONAL', 'POTPOURRI INCENSE', 'SOFT DRINK BOTTLE NON-CARB (EX', 'SS ECONOMY ENTREES/DINNERS ALL', 'REFRIGERATED COOKIES-CHUB', 'CANDY BARS (MULTI PACK)', 'SS ECONOMY ENTREES/DINNERS ALL', 'SFT DRNK 2 LITER BTL CARB INCL', 'MISC SNACKS', 'MISC SNACKS', 'SGL SV/VEND MACH SNACKS CHIP/P', 'MULT PK BAG SNACKS', 'MISC HOLIDAYS']"
27936842998,"['MAINSTREAM WHITE BREAD', 'BEEF - FULLY COOKED', 'SOFT DRINK POWDER POUCHES', 'SOFT DRINKS CAN NON-CARB (EXCE', 'FRUIT DRINKS: CANNED & GLASS (', 'DAIRY CASE JUICE DRNK UNDER 10', 'MISC SALES TRANS', 'SOFT DRINK POWDER POUCHES', 'SOFT DRINK POWDER POUCHES', 'POULTRY', 'SHREDDED CHEESE', 'BUTTER SPRAY CRACKER (RITZ/CLU', 'FLUID MILK WHITE ONLY', 'SOFT DRINK POWDER POUCHES', 'CONDENSED SOUP', 'SUGAR', 'NOODLES DRY', 'PIZZA/SINGLE SERVE/MICROWAVE', 'BATH BUBBLES-BATH SOAPS-ADDITI', 'HAM - STEAKS/SLICES/CUBES', 'ANTIPERSPIRANTS ONLY (ALL OTHE', 'FRUIT SNACKS', 'NON-IWS SINGLE CHEESE', 'SMOKED/COOKED', 'RAMEN NOODLES/RAMEN CUPS', 'LUNCH COMBO', 'MACARONI & CHEESE DNRS', 'PIZZA/TRADITIONAL', 'SOFT DRINK POWDER POUCHES', 'SOFT DRINK POWDER POUCHES', 'POTATOES: DRY', 'SFT DRNK 2 LITER BTL CARB INCL', 'SOFT DRINK POWDER POUCHES', 'SOFT DRINK POWDER POUCHES', 'PIZZA/TRADITIONAL', 'CONDENSED SOUP', 'HAM']"
28023906373,"['SPINACH & GREENS', 'SMOKED/COOKED', 'SS ECONOMY ENTREES/DINNERS ALL', 'POTATO CHIPS', 'SMOKED/COOKED', 'SS ECONOMY ENTREES/DINNERS ALL', 'SMOKED/COOKED - BEEF', 'POTATO CHIPS', 'NON-IWS SINGLE CHEESE', 'ASEPTIC PACK JUICE AND DRINKS', 'TOOTHPASTE', 'ETHNIC HAIR CARE', 'DAIRY CASE JUICE DRNK UNDER 10', 'ORAL HYGIENE BRUSHES', 'MARGARINE: TUBS AND BOWLS', 'BAR SOAP']"
28235303817,"['POTATOES: DRY', 'PEPPERONI/SALAMI', 'SHREDDED CHEESE', 'POTATO CHIPS', 'SWEET GOODS - FULL SIZE', 'ENTREES', 'FLUID MILK WHITE ONLY', 'GRND/PATTY - FROZEN', 'MAINSTREAM', 'MAINSTREAM WHITE BREAD', 'BEEF - FULLY COOKED', 'ENTREES', 'NON-IWS SINGLE CHEESE', 'VARIETY PACK', 'PAPER TOWELS & HOLDERS', 'HAMBURGER BUNS', 'ENHANCED', 'KOSHER/SPECIALTY', 'LEAN']"
28331391036,"['FLUID MILK WHITE ONLY', 'SOFT DRINK POWDER POUCHES', 'SMOKED/COOKED', 'MOLASSES & SYRUPS', 'PORK-FULLY COOKED', 'SNACKS/APPETIZERS', 'FRZN BREADED PREPARED CHICK', 'CONDENSED SOUP', 'SOFT DRINKS 20PK&24PK CAN CARB', 'LUNCH COMBO', 'SHREDDED CHEESE', 'ENTREES', 'REFRIGERATED COOKIES-CHUB', 'SOFT DRINK POWDER POUCHES', 'SS ECONOMY ENTREES/DINNERS ALL', 'PIZZA/TRADITIONAL', 'SMOKED/COOKED', 'LUNCH COMBO', 'SOFT DRINK POWDER POUCHES', 'SOFT DRINK POWDER POUCHES', 'POTATO CHIPS', 'DAIRY CASE JUICE DRNK UNDER 10', 'TOASTER PASTRIES', 'LUNCH COMBO', 'SANDWICH COOKIES', 'LUNCH COMBO', 'RAMEN NOODLES/RAMEN CUPS', 'SANDWICHES&HANDHELDS', 'NON-IWS SINGLE CHEESE', 'PREMIUM COOKIES (EX: PEPPERIDG', 'KIDS CEREAL', 'MAINSTREAM', 'ALL FAMILY CEREAL', 'SNACKS/APPETIZERS', 'SHREDDED CHEESE', 'TOASTER PASTRIES', 'PEPPERONI/SALAMI', 'LEAN', 'SNACKS/APPETIZERS', 'MARGARINE: TUBS AND BOWLS', 'GRND/PATTY - FROZEN', 'FRZN MULTI SERVE ENTREES ALL', 'EGGS - X-LARGE', 'ENTREES', 'SOFT DRINK POWDER POUCHES', 'KIDS CEREAL', 'SOFT DRINK POWDER POUCHES', 'POULTRY', 'POULTRY', 'TOASTER PASTRIES', 'ENTREES', 'SOFT DRINK POWDER POUCHES', 'FRZN TATER TOTS/OTHER EXTRUDED', 'REFRIGERATED BISCUITS REGULAR', 'MACARONI & CHEESE DNRS', 'SS ECONOMY ENTREES/DINNERS ALL']"
28788330962,"['CANDY BARS (SINGLES)(INCLUDING', 'CANDY BARS (SINGLES)(INCLUDING', 'CANDY BARS (SINGLES)(INCLUDING', 'CANDY BARS (SINGLES)(INCLUDING', 'CANDY BARS (SINGLES)(INCLUDING', 'CANDY BARS (SINGLES)(INCLUDING', 'BABY DIAPERS', 'MARGARINE: TUBS AND BOWLS', 'SMOKED/COOKED', 'SANDWICHES/BISCUITS/GRAVY']"
28788331643,"['ASEPTIC PACK JUICE AND DRINKS', 'CANDY BARS (MULTI PACK)', 'MISCELLANEOUS CANDY (INCLUDING', 'FRZN FRENCH FRIES', 'MAINSTREAM WHITE BREAD']"
