BASKET_ID,words
28167414253,"['POTATO CHIPS', 'RAZORS AND BLADES', 'SHAVE CREAMS AND POWDERS', 'MENS SKIN CARE/COLOGNE', 'MENS SKIN CARE/COLOGNE', 'POTATO CHIPS', 'MAINSTREAM WHITE BREAD', 'POTATO CHIPS']"
28648001303,"['FABRIC REFRESHERS/DRY CLEAN', 'FABRIC REFRESHERS/DRY CLEAN', 'FABRIC SOFTENER LIQUID', 'LIQUID LAUNDRY DETERGENTS']"
28675546798,"['FLUID MILK WHITE ONLY', 'ALL FAMILY CEREAL', 'MAINSTREAM WHITE BREAD', 'ADULT CEREAL', 'BOLOGNA', 'IWS SINGLE CHEESE']"
28790148724,"['ADULT CEREAL', 'SFT DRNK 2 LITER BTL CARB INCL', 'FLUID MILK WHITE ONLY', 'SUGAR', 'SFT DRNK 2 LITER BTL CARB INCL']"
29034998042,"['ADULT CEREAL', 'CHILI: CANNED', 'ISOTONIC DRINKS MULTI-SERVE', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'TUNA', 'ISOTONIC DRINKS MULTI-SERVE', 'ISOTONIC DRINKS MULTI-SERVE', 'TOOTHPASTE', 'FRUIT DRINKS: CANNED & GLASS (', 'MAINSTREAM WHEAT/MULTIGRAIN BR', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'PASTA: CANNED', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'SALAD MUSTARD', 'RTS SOUP: CHUNKY/HOMESTYLE ET', 'MAINSTREAM WHITE BREAD']"
29276490214,"['SFT DRNK 2 LITER BTL CARB INCL', 'SFT DRNK 2 LITER BTL CARB INCL']"
30202153302,"['MIXERS(TONIC WTR/GNGR ALE)FLAV', 'LIMES']"
30627519317,"['BODY WASH', 'BODY WASH', 'HEMORRHOIDAL']"
30731091088,"['BOLOGNA', 'MENS SKIN CARE/COLOGNE', 'GRANOLA BARS', 'FLUID MILK WHITE ONLY', 'IWS SINGLE CHEESE', 'MAINSTREAM WHITE BREAD', 'FITNESS&DIET - BARS', 'SS ECONOMY ENTREES/DINNERS ALL']"
31007652026,['GASOLINE-REG UNLEADED']
31185011145,"['SFT DRNK MLT-PK BTL CARB (EXCP', 'FOAM PLATES']"
32541766716,"['SEMI-SOLID SALAD DRESSING MAY', 'IWS SINGLE CHEESE', 'TOMATOES HOTHOUSE ON THE VINE', 'SALAD MUSTARD', 'SFT DRNK 2 LITER BTL CARB INCL', 'BOLOGNA', 'MAINSTREAM WHITE BREAD', 'CATSUP', 'PEANUT BUTTER', 'ADULT CEREAL']"
32744187164,"['MAINSTREAM WHITE BREAD', 'SFT DRNK 2 LITER BTL CARB INCL']"
32932141127,['SFT DRNK 2 LITER BTL CARB INCL']
